City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Ayorou,NE,2020-12-25 01:04:40,14.73,0.92,72.72,21,0,10.76
285,Garowe,SO,2020-12-25 01:04:40,8.41,48.48,65.5,69,3,8.28
286,Broome,US,2020-12-25 01:04:41,42.25,-75.83,50.0,100,90,10.29
287,Neyyattinkara,IN,2020-12-25 01:04:41,8.4,77.08,78.8,88,20,5.44
288,Koubia,GN,2020-12-25 01:04:41,11.58,-11.9,70.75,30,69,2.19
289,New Norfolk,AU,2020-12-25 01:04:41,-42.78,147.06,64.99,30,0,0.27
290,Guarapari,BR,2020-12-25 01:00:47,-20.67,-40.5,73.4,88,75,6.93
291,Aquin,HT,2020-12-25 01:04:42,18.28,-73.4,75.74,76,0,2.98
292,Doha,QA,2020-12-25 00:59:47,25.29,51.53,66.2,72,0,6.93
293,Sao Joao Da Barra,BR,2020-12-25 01:04:42,-21.64,-41.05,70.57,96,100,4.23
294,Sola,VU,2020-12-25 01:04:43,-13.88,167.55,89.6,75,75,4.7
295,Pozo Colorado,PY,2020-12-25 01:04:43,-23.49,-58.8,83.71,59,2,5.82
296,Carthage,TN,2020-12-25 01:04:43,36.86,10.33,51.8,93,20,5.82
297,Moron,AR,2020-12-25 01:03:15,-34.65,-58.62,80.01,55,0,5.01
298,Auray,FR,2020-12-25 01:04:43,47.67,-2.99,37.0,80,0,4.7
299,Turinsk,RU,2020-12-25 01:04:44,58.05,63.7,-11.34,86,100,4.0
300,Krasnoselkup,RU,2020-12-25 01:04:44,65.7,82.47,-39.96,80,16,9.28
301,Valverde Del Camino,ES,2020-12-25 01:04:44,37.58,-6.75,48.99,76,77,3.0
